@W: MO111 :"d:\practice\fic\component\work\fic\osc_0\fic_osc_0_osc.v":20:7:20:16|Tristate driver XTLOSC_O2F on net XTLOSC_O2F has its enable tied to GND (module FIC_OSC_0_OSC) 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_126 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_4 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_40 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_33 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_49 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_64 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_74 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_99 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_90 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_18 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_106 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_114 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_56 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_84 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_124 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_2 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_15 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_31 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_127 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_5 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_73 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_98 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_89 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_17 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_105 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_113 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_59 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_82 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_14 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_13 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_29 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_125 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_7 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_72 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_97 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_88 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_16 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_104 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_112 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_57 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_81 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_12 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_28 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_80 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_10 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_26 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_122 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_23 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_111 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_119 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_60 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_110 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_118 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_63 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_8 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_24 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_120 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_55 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_11 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_27 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_123 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_1 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_71 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_79 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_100 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_95 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_117 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_62 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_87 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_45 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_38 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_83 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_9 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_25 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_121 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_3 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_70 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_78 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_103 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_94 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_22 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_58 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_86 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_47 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_36 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_52 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_67 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_46 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_39 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_54 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_69 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_77 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_102 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_93 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_21 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_109 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_85 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_41 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_34 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_50 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_65 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_44 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_37 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_53 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_68 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_76 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_101 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_92 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_20 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_108 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_116 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_43 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_32 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_48 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_6 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_42 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_35 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_51 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_66 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_75 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_96 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_91 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_19 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_107 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_115 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_61 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_30 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_126 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_4 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_40 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_33 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_49 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_64 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_74 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_99 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_90 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_18 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_106 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_114 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_56 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_84 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_124 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_2 appears to be an unidentified clock source. Assuming default frequency. 
