pin,slack
CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_edge_both[19]:CLK,6857
CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_edge_both[19]:D,6156
CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_edge_both[19]:EN,2171
CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_edge_both[19]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_edge_both[19]:Q,6857
CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_edge_both[19]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_edge_both[19]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_40:A,6723
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_40:B,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_40:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_40:Y,4755
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_188:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_188:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_188:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_188:IPA,
reg_apb_wrp_0/reg16x8_0/mem_5_[7]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_5_[7]:ALn,4749
reg_apb_wrp_0/reg16x8_0/mem_5_[7]:CLK,5867
reg_apb_wrp_0/reg16x8_0/mem_5_[7]:D,6716
reg_apb_wrp_0/reg16x8_0/mem_5_[7]:EN,4733
reg_apb_wrp_0/reg16x8_0/mem_5_[7]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_5_[7]:Q,5867
reg_apb_wrp_0/reg16x8_0/mem_5_[7]:SD,
reg_apb_wrp_0/reg16x8_0/mem_5_[7]:SLn,
COREAPBLSRAM_0/PRDATA4:A,3770
COREAPBLSRAM_0/PRDATA4:B,4849
COREAPBLSRAM_0/PRDATA4:Y,3770
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:CLK,3655
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:D,6914
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:EN,3510
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:Q,3655
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:SLn,
reg_apb_wrp_0/reg16x8_0/mem_13_[4]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_13_[4]:ALn,4768
reg_apb_wrp_0/reg16x8_0/mem_13_[4]:CLK,4727
reg_apb_wrp_0/reg16x8_0/mem_13_[4]:D,6971
reg_apb_wrp_0/reg16x8_0/mem_13_[4]:EN,4752
reg_apb_wrp_0/reg16x8_0/mem_13_[4]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_13_[4]:Q,4727
reg_apb_wrp_0/reg16x8_0/mem_13_[4]:SD,
reg_apb_wrp_0/reg16x8_0/mem_13_[4]:SLn,
reg_apb_wrp_0/PREADY:ADn,
reg_apb_wrp_0/PREADY:ALn,
reg_apb_wrp_0/PREADY:CLK,6680
reg_apb_wrp_0/PREADY:D,6302
reg_apb_wrp_0/PREADY:EN,3842
reg_apb_wrp_0/PREADY:LAT,
reg_apb_wrp_0/PREADY:Q,6680
reg_apb_wrp_0/PREADY:SD,
reg_apb_wrp_0/PREADY:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:CLK,4765
CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:D,6818
CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:EN,3510
CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:Q,4765
CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_148:A,6762
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_148:B,4749
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_148:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_148:Y,4749
FCCC_0/CCC_INST/IP_INTERFACE_14:A,
FCCC_0/CCC_INST/IP_INTERFACE_14:B,
FCCC_0/CCC_INST/IP_INTERFACE_14:C,
FCCC_0/CCC_INST/IP_INTERFACE_14:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_14:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_14:IPC,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:IPB,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:ALn,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:CLK,4982
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:EN,4752
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:Q,4982
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[25]_APB_32_INTR_reg_334_0_o2_0_0[25]:A,5907
CoreGPIO_0/xhdl1_GEN_BITS[25]_APB_32_INTR_reg_334_0_o2_0_0[25]:B,5824
CoreGPIO_0/xhdl1_GEN_BITS[25]_APB_32_INTR_reg_334_0_o2_0_0[25]:C,5779
CoreGPIO_0/xhdl1_GEN_BITS[25]_APB_32_INTR_reg_334_0_o2_0_0[25]:D,5562
CoreGPIO_0/xhdl1_GEN_BITS[25]_APB_32_INTR_reg_334_0_o2_0_0[25]:Y,5562
CoreGPIO_0/xhdl1_GEN_BITS[14]_APB_32_INTR_reg_191_0_o2_1_0[14]:A,6886
CoreGPIO_0/xhdl1_GEN_BITS[14]_APB_32_INTR_reg_191_0_o2_1_0[14]:B,6857
CoreGPIO_0/xhdl1_GEN_BITS[14]_APB_32_INTR_reg_191_0_o2_1_0[14]:C,5562
CoreGPIO_0/xhdl1_GEN_BITS[14]_APB_32_INTR_reg_191_0_o2_1_0[14]:D,6578
CoreGPIO_0/xhdl1_GEN_BITS[14]_APB_32_INTR_reg_191_0_o2_1_0[14]:Y,5562
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:IPB,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GPOUT_un5_GPIO_OUT_i:A,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GPOUT_un5_GPIO_OUT_i:B,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GPOUT_un5_GPIO_OUT_i:Y,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_16:A,3011
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_16:B,3042
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_16:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_16:IPA,3011
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_16:IPB,3042
reg_apb_wrp_0/reg16x8_0/mem_6__RNI3P1N[0]:A,6048
reg_apb_wrp_0/reg16x8_0/mem_6__RNI3P1N[0]:B,
reg_apb_wrp_0/reg16x8_0/mem_6__RNI3P1N[0]:C,5917
reg_apb_wrp_0/reg16x8_0/mem_6__RNI3P1N[0]:Y,5917
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPB,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:CLK,3980
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:D,6895
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:EN,3348
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:Q,3980
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:SLn,
CoreGPIO_0/edge_both_2_sqmuxa_23_i_x2:A,6642
CoreGPIO_0/edge_both_2_sqmuxa_23_i_x2:B,6585
CoreGPIO_0/edge_both_2_sqmuxa_23_i_x2:Y,6585
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI4UG61[1]:A,2724
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI4UG61[1]:B,2681
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI4UG61[1]:C,627
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI4UG61[1]:D,-33
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI4UG61[1]:Y,-33
CoreGPIO_0/RDATA_32_un12_PRDATA_o_0_o2:A,2893
CoreGPIO_0/RDATA_32_un12_PRDATA_o_0_o2:B,1445
CoreGPIO_0/RDATA_32_un12_PRDATA_o_0_o2:C,2878
CoreGPIO_0/RDATA_32_un12_PRDATA_o_0_o2:D,2653
CoreGPIO_0/RDATA_32_un12_PRDATA_o_0_o2:Y,1445
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI66E11[3]:A,2488
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI66E11[3]:B,2465
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI66E11[3]:C,437
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI66E11[3]:D,-223
CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16]_RNI66E11[3]:Y,-223
CoreGPIO_0/xhdl1_GEN_BITS[18]_APB_32_INTR_reg_243_0_o2_0_0[18]:A,5907
CoreGPIO_0/xhdl1_GEN_BITS[18]_APB_32_INTR_reg_243_0_o2_0_0[18]:B,5824
CoreGPIO_0/xhdl1_GEN_BITS[18]_APB_32_INTR_reg_243_0_o2_0_0[18]:C,5779
CoreGPIO_0/xhdl1_GEN_BITS[18]_APB_32_INTR_reg_243_0_o2_0_0[18]:D,5562
CoreGPIO_0/xhdl1_GEN_BITS[18]_APB_32_INTR_reg_243_0_o2_0_0[18]:Y,5562
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:CLK,2660
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:D,6829
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:EN,3685
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:Q,2660
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:CLK,4499
CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:D,6783
CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:Q,4499
CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:SLn,
CoreAPB3_0/iPSELS_RNIF5276[3]:A,3367
CoreAPB3_0/iPSELS_RNIF5276[3]:B,3237
CoreAPB3_0/iPSELS_RNIF5276[3]:C,1843
CoreAPB3_0/iPSELS_RNIF5276[3]:D,2484
CoreAPB3_0/iPSELS_RNIF5276[3]:Y,1843
CoreAPB3_0/g0_0_1:A,2010
CoreAPB3_0/g0_0_1:B,1979
CoreAPB3_0/g0_0_1:Y,1979
FIC_MSS_0/MMUART_0_TXD_PAD/U_IOPAD:D,
FIC_MSS_0/MMUART_0_TXD_PAD/U_IOPAD:E,
FIC_MSS_0/MMUART_0_TXD_PAD/U_IOPAD:PAD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_92_set_RNI9O0E:A,4813
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_92_set_RNI9O0E:B,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_92_set_RNI9O0E:C,4682
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_92_set_RNI9O0E:Y,4682
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14]2_0_a4_0_a2_0:A,4054
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14]2_0_a4_0_a2_0:B,4715
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14]2_0_a4_0_a2_0:Y,4054
reg_apb_wrp_0/reg16x8_0/mem_9_[2]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_9_[2]:ALn,4768
reg_apb_wrp_0/reg16x8_0/mem_9_[2]:CLK,4520
reg_apb_wrp_0/reg16x8_0/mem_9_[2]:D,6818
reg_apb_wrp_0/reg16x8_0/mem_9_[2]:EN,4752
reg_apb_wrp_0/reg16x8_0/mem_9_[2]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_9_[2]:Q,4520
reg_apb_wrp_0/reg16x8_0/mem_9_[2]:SD,
reg_apb_wrp_0/reg16x8_0/mem_9_[2]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[5]_APB_32_INTR_reg_74_0_m2_0_i_m2[5]:A,4842
CoreGPIO_0/xhdl1_GEN_BITS[5]_APB_32_INTR_reg_74_0_m2_0_i_m2[5]:B,4733
CoreGPIO_0/xhdl1_GEN_BITS[5]_APB_32_INTR_reg_74_0_m2_0_i_m2[5]:C,4711
CoreGPIO_0/xhdl1_GEN_BITS[5]_APB_32_INTR_reg_74_0_m2_0_i_m2[5]:Y,4711
GPIO_IN_ibuf[3]/U0/U_IOPAD:PAD,
GPIO_IN_ibuf[3]/U0/U_IOPAD:Y,
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:CLK,2703
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:D,6895
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:EN,3348
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:Q,2703
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_137_rs_RNIHDC41:A,4608
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_137_rs_RNIHDC41:B,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_137_rs_RNIHDC41:C,4477
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_137_rs_RNIHDC41:Y,4477
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:ALn,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:CLK,6091
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:EN,4752
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:Q,6091
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:SLn,
reg_apb_wrp_0/reg16x8_0/mem_14__RNI2R8D[6]:A,4935
reg_apb_wrp_0/reg16x8_0/mem_14__RNI2R8D[6]:B,
reg_apb_wrp_0/reg16x8_0/mem_14__RNI2R8D[6]:C,4804
reg_apb_wrp_0/reg16x8_0/mem_14__RNI2R8D[6]:Y,4804
reg_apb_wrp_0/reg16x8_0/data_out[5]:ADn,
reg_apb_wrp_0/reg16x8_0/data_out[5]:ALn,
reg_apb_wrp_0/reg16x8_0/data_out[5]:CLK,5883
reg_apb_wrp_0/reg16x8_0/data_out[5]:D,8711
reg_apb_wrp_0/reg16x8_0/data_out[5]:EN,
reg_apb_wrp_0/reg16x8_0/data_out[5]:LAT,
reg_apb_wrp_0/reg16x8_0/data_out[5]:Q,5883
reg_apb_wrp_0/reg16x8_0/data_out[5]:SD,
reg_apb_wrp_0/reg16x8_0/data_out[5]:SLn,
CoreGPIO_0/edge_both_2_sqmuxa_6_i:A,2171
CoreGPIO_0/edge_both_2_sqmuxa_6_i:B,7691
CoreGPIO_0/edge_both_2_sqmuxa_6_i:Y,2171
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:IPB,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg_178_0_o2_1_0[13]:A,6886
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg_178_0_o2_1_0[13]:B,6857
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg_178_0_o2_1_0[13]:C,5562
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg_178_0_o2_1_0[13]:D,6578
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg_178_0_o2_1_0[13]:Y,5562
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:ALn,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:CLK,4892
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:EN,4733
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:Q,4892
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7]_RNIO4LB1[7]:A,4051
CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7]_RNIO4LB1[7]:B,4001
CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7]_RNIO4LB1[7]:C,1950
CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7]_RNIO4LB1[7]:D,1290
CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7]_RNIO4LB1[7]:Y,1290
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[24]:A,4312
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[24]:B,4139
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[24]:C,3032
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[24]:D,3382
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[24]:Y,3032
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_240:A,6762
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_240:B,4768
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_240:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_240:Y,4768
FCCC_0/CCC_INST/IP_INTERFACE_15:A,
FCCC_0/CCC_INST/IP_INTERFACE_15:B,
FCCC_0/CCC_INST/IP_INTERFACE_15:C,
FCCC_0/CCC_INST/IP_INTERFACE_15:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_15:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_15:IPC,
CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:CLK,3502
CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:D,6818
CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:Q,3502
CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:SLn,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:IPB,
reg_apb_wrp_0/reg16x8_0/mem_4_[3]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_4_[3]:ALn,4749
reg_apb_wrp_0/reg16x8_0/mem_4_[3]:CLK,4928
reg_apb_wrp_0/reg16x8_0/mem_4_[3]:D,6783
