Debug File version: Ver 1.0
Creator: Designer
Creator version: v11.5 SP3
Creator build: 11.5.3.10
External die name: M2S010
Package: 484 FBGA
Design Name: FIC
Probe A IO: available for probe A
Probe B IO: not available for probing
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[22][0]:CoreGPIO_0/xhdl1_GEN_BITS[22]_REG_GEN_CONFIG_reg[22][0]:Q Type=0 ADDR=0x78317 (WADDR=0x7 BADDR=0x2 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_165_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_165_rs:Q Type=0 ADDR=0x1F010B (WADDR=0x1F BADDR=0x0 PRBR=0x1 CLOFFSET=0xB)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_12_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_12_[5]:Q Type=0 ADDR=0x1D0107 (WADDR=0x1D BADDR=0x0 PRBR=0x1 CLOFFSET=0x7)
ProbePoint: Name=CoreGPIO_0/edge_neg[5]:CoreGPIO_0/xhdl1_GEN_BITS[5]_APB_32_edge_neg[5]:Q Type=0 ADDR=0xF8315 (WADDR=0xF BADDR=0x2 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_12_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_12_[4]:Q Type=0 ADDR=0x21030A (WADDR=0x21 BADDR=0x0 PRBR=0x3 CLOFFSET=0xA)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[23][3]:CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][3]:Q Type=0 ADDR=0x38113 (WADDR=0x3 BADDR=0x2 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_184_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_184_rs:Q Type=0 ADDR=0x1F0308 (WADDR=0x1F BADDR=0x0 PRBR=0x3 CLOFFSET=0x8)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[13][2]:CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][2]:Q Type=0 ADDR=0x98118 (WADDR=0x9 BADDR=0x2 PRBR=0x1 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[0][5]:CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][5]:Q Type=0 ADDR=0x48210 (WADDR=0x4 BADDR=0x2 PRBR=0x2 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_84_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_84_set:Q Type=0 ADDR=0x1B830C (WADDR=0x1B BADDR=0x2 PRBR=0x3 CLOFFSET=0xC)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_9_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_9_[7]:Q Type=0 ADDR=0x248118 (WADDR=0x24 BADDR=0x2 PRBR=0x1 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/edge_pos[4]:CoreGPIO_0/xhdl1_GEN_BITS[4]_APB_32_edge_pos[4]:Q Type=0 ADDR=0x58217 (WADDR=0x5 BADDR=0x2 PRBR=0x2 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_7_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_7_set:Q Type=0 ADDR=0x1A810A (WADDR=0x1A BADDR=0x2 PRBR=0x1 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_209_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_209_rs:Q Type=0 ADDR=0x108115 (WADDR=0x10 BADDR=0x2 PRBR=0x1 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_146_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_146_rs:Q Type=0 ADDR=0x230212 (WADDR=0x23 BADDR=0x0 PRBR=0x2 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[22][2]:CoreGPIO_0/xhdl1_GEN_BITS[22]_REG_GEN_CONFIG_reg[22][2]:Q Type=0 ADDR=0x68218 (WADDR=0x6 BADDR=0x2 PRBR=0x2 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_123_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_123_set:Q Type=0 ADDR=0x17000D (WADDR=0x17 BADDR=0x0 PRBR=0x0 CLOFFSET=0xD)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[14][6]:CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][6]:Q Type=0 ADDR=0x58111 (WADDR=0x5 BADDR=0x2 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_171_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_171_rs:Q Type=0 ADDR=0x1E820A (WADDR=0x1E BADDR=0x2 PRBR=0x2 CLOFFSET=0xA)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[27][1]:CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][1]:Q Type=0 ADDR=0x70115 (WADDR=0x7 BADDR=0x0 PRBR=0x1 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_4_rs[0]:reg_apb_wrp_0/reg16x8_0/mem_4_[0]:Q Type=0 ADDR=0x188109 (WADDR=0x18 BADDR=0x2 PRBR=0x1 CLOFFSET=0x9)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[30][7]:CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][7]:Q Type=0 ADDR=0x58011 (WADDR=0x5 BADDR=0x2 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[10][1]:CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][1]:Q Type=0 ADDR=0x98316 (WADDR=0x9 BADDR=0x2 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_172_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_172_rs:Q Type=0 ADDR=0x170309 (WADDR=0x17 BADDR=0x0 PRBR=0x3 CLOFFSET=0x9)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_8_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_8_[3]:Q Type=0 ADDR=0x1E800B (WADDR=0x1E BADDR=0x2 PRBR=0x0 CLOFFSET=0xB)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_157_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_157_rs:Q Type=0 ADDR=0x188111 (WADDR=0x18 BADDR=0x2 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[13]:COREAPBLSRAM_0/PRDATA_reg[13]:Q Type=0 ADDR=0xA0112 (WADDR=0xA BADDR=0x0 PRBR=0x1 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_99_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_99_set:Q Type=0 ADDR=0x15020B (WADDR=0x15 BADDR=0x0 PRBR=0x2 CLOFFSET=0xB)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[26][2]:CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26][2]:Q Type=0 ADDR=0xA0116 (WADDR=0xA BADDR=0x0 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_239_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_239_rs:Q Type=0 ADDR=0x260114 (WADDR=0x26 BADDR=0x0 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_51_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_51_set:Q Type=0 ADDR=0x1F0006 (WADDR=0x1F BADDR=0x0 PRBR=0x0 CLOFFSET=0x6)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[4][2]:CoreGPIO_0/xhdl1_GEN_BITS[4]_REG_GEN_CONFIG_reg[4][2]:Q Type=0 ADDR=0x38118 (WADDR=0x3 BADDR=0x2 PRBR=0x1 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_127_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_127_set:Q Type=0 ADDR=0x170108 (WADDR=0x17 BADDR=0x0 PRBR=0x1 CLOFFSET=0x8)
ProbePoint: Name=CoreGPIO_0/edge_neg[16]:CoreGPIO_0/xhdl1_GEN_BITS[16]_APB_32_edge_both[16]:Q Type=0 ADDR=0x68210 (WADDR=0x6 BADDR=0x2 PRBR=0x2 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[8][1]:CoreGPIO_0/xhdl1_GEN_BITS[8]_REG_GEN_CONFIG_reg[8][1]:Q Type=0 ADDR=0x28316 (WADDR=0x2 BADDR=0x2 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[25][7]:CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][7]:Q Type=0 ADDR=0xE0014 (WADDR=0xE BADDR=0x0 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_144_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_144_rs:Q Type=0 ADDR=0x1C0318 (WADDR=0x1C BADDR=0x0 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[4].APB_32.INTR_reg[4]:CoreGPIO_0/xhdl1_GEN_BITS[4]_APB_32_INTR_reg[4]:Q Type=0 ADDR=0x68017 (WADDR=0x6 BADDR=0x2 PRBR=0x0 CLOFFSET=0x17)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[8]:COREAPBLSRAM_0/PRDATA_reg[8]:Q Type=0 ADDR=0x60313 (WADDR=0x6 BADDR=0x0 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[30][6]:CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][6]:Q Type=0 ADDR=0x60111 (WADDR=0x6 BADDR=0x0 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[17][7]:CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17][7]:Q Type=0 ADDR=0xD8114 (WADDR=0xD BADDR=0x2 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[9][4]:CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][4]:Q Type=0 ADDR=0xB8315 (WADDR=0xB BADDR=0x2 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_139_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_139_rs:Q Type=0 ADDR=0x1A001A (WADDR=0x1A BADDR=0x0 PRBR=0x0 CLOFFSET=0x1A)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[27].APB_32.INTR_reg[27]:CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_INTR_reg[27]:Q Type=0 ADDR=0x98313 (WADDR=0x9 BADDR=0x2 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/temp_data[7]:reg_apb_wrp_0/reg16x8_0/temp_data[7]:Q Type=0 ADDR=0x1A800E (WADDR=0x1A BADDR=0x2 PRBR=0x0 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_7_rs[6]:reg_apb_wrp_0/reg16x8_0/mem_7_[6]:Q Type=0 ADDR=0x1C0306 (WADDR=0x1C BADDR=0x0 PRBR=0x3 CLOFFSET=0x6)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_14_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_14_[2]:Q Type=0 ADDR=0x1C8117 (WADDR=0x1C BADDR=0x2 PRBR=0x1 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_3_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_3_set:Q Type=0 ADDR=0x1C8206 (WADDR=0x1C BADDR=0x2 PRBR=0x2 CLOFFSET=0x6)
ProbePoint: Name=CoreGPIO_0/gpin3[4]:CoreGPIO_0/xhdl1_GEN_BITS[4]_gpin3[4]:Q Type=0 ADDR=0x48117 (WADDR=0x4 BADDR=0x2 PRBR=0x1 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[29].APB_32.GPOUT_reg[29]:CoreGPIO_0/xhdl1_GEN_BITS[29]_APB_32_GPOUT_reg[29]:Q Type=0 ADDR=0xC0111 (WADDR=0xC BADDR=0x0 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_13_rs[1]:reg_apb_wrp_0/reg16x8_0/mem_13_[1]:Q Type=0 ADDR=0x1E8112 (WADDR=0x1E BADDR=0x2 PRBR=0x1 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[7][7]:CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7][7]:Q Type=0 ADDR=0x28114 (WADDR=0x2 BADDR=0x2 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_181_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_181_rs:Q Type=0 ADDR=0x250318 (WADDR=0x25 BADDR=0x0 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_25_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_25_set:Q Type=0 ADDR=0x1E8008 (WADDR=0x1E BADDR=0x2 PRBR=0x0 CLOFFSET=0x8)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_115_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_115_set:Q Type=0 ADDR=0x1D0214 (WADDR=0x1D BADDR=0x0 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_13_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_13_[7]:Q Type=0 ADDR=0x260014 (WADDR=0x26 BADDR=0x0 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/edge_pos[28]:CoreGPIO_0/xhdl1_GEN_BITS[28]_APB_32_edge_both[28]:Q Type=0 ADDR=0x58116 (WADDR=0x5 BADDR=0x2 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_182_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_182_rs:Q Type=0 ADDR=0x158307 (WADDR=0x15 BADDR=0x2 PRBR=0x3 CLOFFSET=0x7)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][1]:CoreGPIO_0/xhdl1_GEN_BITS[1]_REG_GEN_CONFIG_reg[1][1]:Q Type=0 ADDR=0xB0317 (WADDR=0xB BADDR=0x0 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_199_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_199_rs:Q Type=0 ADDR=0x13000C (WADDR=0x13 BADDR=0x0 PRBR=0x0 CLOFFSET=0xC)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_6_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_6_[4]:Q Type=0 ADDR=0x15000D (WADDR=0x15 BADDR=0x0 PRBR=0x0 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_61_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_61_set:Q Type=0 ADDR=0x21820F (WADDR=0x21 BADDR=0x2 PRBR=0x2 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/gpin1[2]:CoreGPIO_0/xhdl1_GEN_BITS[2]_gpin1[2]:Q Type=0 ADDR=0xE0210 (WADDR=0xE BADDR=0x0 PRBR=0x2 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[19].APB_32.INTR_reg[19]:CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_INTR_reg[19]:Q Type=0 ADDR=0xC8311 (WADDR=0xC BADDR=0x2 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[21][6]:CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21][6]:Q Type=0 ADDR=0xD8316 (WADDR=0xD BADDR=0x2 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_158_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_158_rs:Q Type=0 ADDR=0x13800A (WADDR=0x13 BADDR=0x2 PRBR=0x0 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_0_rs[0]:reg_apb_wrp_0/reg16x8_0/mem_0_[0]:Q Type=0 ADDR=0x1D8309 (WADDR=0x1D BADDR=0x2 PRBR=0x3 CLOFFSET=0x9)
ProbePoint: Name=CoreGPIO_0/edge_pos[26]:CoreGPIO_0/xhdl1_GEN_BITS[26]_APB_32_edge_both[26]:Q Type=0 ADDR=0xA8210 (WADDR=0xA BADDR=0x2 PRBR=0x2 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[28].APB_32.GPOUT_reg[28]:CoreGPIO_0/xhdl1_GEN_BITS[28]_APB_32_GPOUT_reg[28]:Q Type=0 ADDR=0x60314 (WADDR=0x6 BADDR=0x0 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_15_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_15_[3]:Q Type=0 ADDR=0x21800F (WADDR=0x21 BADDR=0x2 PRBR=0x0 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[14][4]:CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][4]:Q Type=0 ADDR=0x60318 (WADDR=0x6 BADDR=0x0 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[18][6]:CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][6]:Q Type=0 ADDR=0xC8310 (WADDR=0xC BADDR=0x2 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[21]:COREAPBLSRAM_0/PRDATA_reg[21]:Q Type=0 ADDR=0x70113 (WADDR=0x7 BADDR=0x0 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[0][0]:CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][0]:Q Type=0 ADDR=0x30216 (WADDR=0x3 BADDR=0x0 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=CoreAPB3_0_APBmslave3_PRDATA[6]:reg_apb_wrp_0/reg16x8_0/data_out[6]:Q Type=0 ADDR=0x88310 (WADDR=0x8 BADDR=0x2 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[28]:COREAPBLSRAM_0/PRDATA_reg[28]:Q Type=0 ADDR=0x68113 (WADDR=0x6 BADDR=0x2 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[30][5]:CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][5]:Q Type=0 ADDR=0x68011 (WADDR=0x6 BADDR=0x2 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_13_rs[6]:reg_apb_wrp_0/reg16x8_0/mem_13_[6]:Q Type=0 ADDR=0x1E8014 (WADDR=0x1E BADDR=0x2 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[22]:COREAPBLSRAM_0/PRDATA_reg[22]:Q Type=0 ADDR=0x70213 (WADDR=0x7 BADDR=0x0 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[19][1]:CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][1]:Q Type=0 ADDR=0x78015 (WADDR=0x7 BADDR=0x2 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/edge_both[1]:CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_both[1]:Q Type=0 ADDR=0xF0113 (WADDR=0xF BADDR=0x0 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_76_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_76_set:Q Type=0 ADDR=0x1E810F (WADDR=0x1E BADDR=0x2 PRBR=0x1 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_59_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_59_set:Q Type=0 ADDR=0x188013 (WADDR=0x18 BADDR=0x2 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[17][0]:CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17][0]:Q Type=0 ADDR=0x90117 (WADDR=0x9 BADDR=0x0 PRBR=0x1 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[27][2]:CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][2]:Q Type=0 ADDR=0xA8014 (WADDR=0xA BADDR=0x2 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[22][3]:CoreGPIO_0/xhdl1_GEN_BITS[22]_REG_GEN_CONFIG_reg[22][3]:Q Type=0 ADDR=0x50211 (WADDR=0x5 BADDR=0x0 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_1_rs[6]:reg_apb_wrp_0/reg16x8_0/mem_1_[6]:Q Type=0 ADDR=0x158016 (WADDR=0x15 BADDR=0x2 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_35_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_35_set:Q Type=0 ADDR=0x19000C (WADDR=0x19 BADDR=0x0 PRBR=0x0 CLOFFSET=0xC)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_7_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_7_[3]:Q Type=0 ADDR=0x200006 (WADDR=0x20 BADDR=0x0 PRBR=0x0 CLOFFSET=0x6)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_141_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_141_rs:Q Type=0 ADDR=0x190010 (WADDR=0x19 BADDR=0x0 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_46_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_46_set:Q Type=0 ADDR=0x158308 (WADDR=0x15 BADDR=0x2 PRBR=0x3 CLOFFSET=0x8)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_142_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_142_rs:Q Type=0 ADDR=0x150016 (WADDR=0x15 BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[29][0]:CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][0]:Q Type=0 ADDR=0x90218 (WADDR=0x9 BADDR=0x0 PRBR=0x2 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_6_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_6_[2]:Q Type=0 ADDR=0x17010D (WADDR=0x17 BADDR=0x0 PRBR=0x1 CLOFFSET=0xD)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[10][4]:CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][4]:Q Type=0 ADDR=0x90016 (WADDR=0x9 BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[12][7]:CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][7]:Q Type=0 ADDR=0x60216 (WADDR=0x6 BADDR=0x0 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_135_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_135_rs:Q Type=0 ADDR=0x1C810D (WADDR=0x1C BADDR=0x2 PRBR=0x1 CLOFFSET=0xD)
ProbePoint: Name=CoreGPIO_0/gpin2[4]:CoreGPIO_0/xhdl1_GEN_BITS[4]_gpin2[4]:Q Type=0 ADDR=0x60317 (WADDR=0x6 BADDR=0x0 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[0]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[0] Type=5 ADDR=0x98412 (WADDR=0x9 BADDR=0x2 PRBR=0x4 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[9]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[10] Type=5 ADDR=0x90512 (WADDR=0x9 BADDR=0x0 PRBR=0x5 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[10]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[11] Type=5 ADDR=0x88512 (WADDR=0x8 BADDR=0x2 PRBR=0x5 CLOFFSET=0x12)
